1,12716,18,84,8
2,14350,10,82,28
3,14637,2,47,33
4,12116,11,70,56
5,14746,1,84,49
6,9996,11,25,22
7,7749,7,60,39
8,7193,18,83,43
9,8433,12,37,13
10,12833,1,77,58
11,5446,0,83,25
12,5099,13,95,1
13,13002,7,30,17
14,8239,19,85,7
15,13016,4,74,27
16,9401,8,74,39
17,6749,15,97,51
18,13862,3,72,12
19,14453,1,68,49
20,6453,4,96,71
21,6802,16,89,3
22,5911,12,24,20
23,7333,17,42,14
24,10991,16,95,15
25,14034,15,56,14
26,10579,13,58,0
27,9872,19,49,27
28,5960,14,15,3
29,5398,19,106,45
30,10089,3,36,12
31,14287,1,16,2
32,11503,14,92,38
33,12454,19,103,85
34,9306,6,85,20
35,5914,11,26,15
36,14518,9,70,39
37,12507,18,92,7
38,9622,11,46,22
39,11466,9,50,42
40,9997,6,23,7
41,6029,5,61,47
42,10719,17,28,22
43,10968,16,48,29
44,6564,19,79,10
45,5652,11,64,2
46,12133,12,79,19
47,6123,17,49,32
48,13725,0,90,59
49,6825,6,11,2
50,9064,8,99,19
51,14188,3,14,0
52,10454,6,96,35
53,14661,18,37,18
54,13481,10,13,1
55,14501,13,88,46
56,6498,9,11,4
57,10400,5,77,17
58,11927,14,78,10
59,5036,0,17,9
60,7568,5,87,62
61,5042,0,76,20
62,11541,5,82,65
63,12444,12,96,24
64,7761,11,52,37
65,13381,8,94,43
66,12529,16,69,39
67,6636,18,13,5
68,8565,5,95,59
69,6048,13,16,6
70,9758,9,64,17
71,14260,18,56,38
72,5006,0,20,11
73,7468,16,42,14
74,10810,12,84,30
75,11134,10,25,6
76,12011,0,23,15
77,8898,5,38,15
78,14872,3,53,10
79,9090,5,77,33
80,9596,7,50,45
81,9226,4,63,47
82,11622,12,107,46
83,12536,16,22,10
84,11908,3,69,39
85,7116,19,61,7
86,8198,18,76,32
87,11193,15,74,70
88,5937,8,48,20
89,10882,13,86,15
90,12537,3,30,23
91,13421,11,75,50
92,14900,15,76,70
93,7843,12,86,21
94,9198,17,96,68
95,5725,4,29,24
96,14047,11,53,2
97,10440,19,101,70
98,9702,9,17,2
99,7250,16,56,34
100,10033,3,80,45
101,10794,19,12,5
102,5298,10,59,53
103,11267,10,102,77
104,10075,13,65,21
105,13872,9,76,73
106,14258,14,49,40
107,9961,7,55,2
108,11821,19,72,47
109,6309,2,60,29
110,10487,9,27,3
111,6894,2,86,62
112,5625,12,19,8
113,12847,12,22,2
114,12209,6,40,23
115,10936,19,69,23
116,10350,15,26,6
117,11048,10,46,15
118,9088,0,98,14
119,13298,7,37,28
120,7724,2,97,82
121,9128,4,16,11
122,8502,9,79,76
123,5010,9,105,44
124,14806,3,65,45
125,11960,2,89,45
126,11139,0,67,17
127,8451,19,26,0
128,5850,18,34,20
129,13696,16,61,22
130,9159,4,14,4
131,7372,1,64,51
132,5801,16,105,53
133,10472,12,53,23
134,12946,2,82,79
135,12726,15,105,33
136,12293,0,78,5
137,6873,5,10,4
138,8422,18,34,23
139,10585,14,105,60
140,8301,1,94,36
141,6028,13,32,10
142,11954,9,26,10
143,6798,7,35,14
144,12290,4,85,79
145,8841,7,66,13
146,5848,2,57,53
147,9901,1,90,56
148,5348,1,16,6
149,6073,12,103,70
150,13143,13,109,62
151,14415,18,40,5
152,9380,11,75,43
153,5619,13,54,9
154,5713,14,24,8
155,11516,17,55,0
156,12275,10,103,52
157,10913,10,40,25
158,6085,2,22,0
159,13485,13,19,6
160,7697,15,12,1
161,9900,4,22,2
162,6228,6,88,73
163,10187,0,81,51
164,11710,11,95,76
165,8683,11,95,73
166,8127,4,53,32
167,11901,16,45,30
168,7723,6,52,43
169,12070,19,61,48
170,9446,8,59,40
171,6013,15,99,54
172,6360,13,24,16
173,5992,11,71,30
174,11882,8,38,32
175,7218,18,97,32
176,13575,19,67,11
177,11367,0,99,17
178,10843,5,42,10
179,11526,1,82,76
180,10839,6,42,16
181,7870,17,41,3
182,13306,12,89,30
