1,13457,16,15,10
2,12444,12,28,15
3,13557,9,14,3
4,8614,8,24,4
5,10041,8,53,33
6,12263,10,29,11
7,10751,0,30,12
8,9794,4,41,15
9,10266,13,31,0
10,8299,18,27,11
11,8770,18,54,7
12,6938,1,55,4
13,13949,13,17,11
14,7704,13,38,13
15,12135,11,57,14
16,14383,8,52,13
17,6122,15,30,23
18,6205,7,24,9
19,6902,13,11,5
20,5841,2,51,28
21,8154,13,58,4
22,8428,9,31,15
23,14760,6,53,39
24,8930,19,20,7
25,11493,13,20,15
26,10438,19,21,17
27,6517,2,54,22
28,8560,19,40,0
29,13219,15,40,23
30,14378,6,39,25
31,5591,9,44,18
32,13070,15,55,28
33,8781,16,57,28
34,9001,6,35,19
35,5412,0,24,2
36,11771,12,12,9
37,9148,16,48,4
38,12116,0,54,26
39,9542,0,56,19
40,6232,14,19,5
41,5112,8,32,10
42,8940,16,52,7
43,11046,8,53,44
44,14726,17,11,3
45,7801,11,46,14
46,8672,16,57,41
47,11867,2,56,22
48,13028,3,48,23
49,14425,12,48,19
50,6865,14,16,8
51,14927,9,42,7
52,13780,10,51,20
53,7423,17,48,15
54,14208,16,28,10
55,7162,8,41,38
56,14006,10,34,10
57,10708,9,54,16
58,5581,6,19,10
59,12516,8,43,6
60,8346,8,28,20
61,10977,6,57,36
62,9000,10,51,28
63,9397,17,54,37
64,14146,15,49,13
65,7838,14,26,21
66,11331,18,13,9
67,14375,9,49,4
68,11164,10,52,41
69,11875,5,56,15
70,10062,9,44,4
71,14930,11,58,45
72,7659,10,16,8
73,12185,17,43,3
74,9977,1,54,32
75,12846,8,30,0
76,14718,19,18,15
77,14585,3,59,43
78,9492,1,55,13
79,9364,7,36,31
80,6886,4,19,9
81,5612,7,16,1
82,10961,11,48,25
83,9965,0,27,23
84,10084,17,58,33
85,8040,8,42,4
86,6943,18,12,6
87,10912,8,57,36
88,13847,19,21,16
89,8520,3,58,20
90,8448,1,17,3
91,9958,6,14,2
92,8273,8,31,12
93,9331,15,54,10
94,10163,17,45,42
95,5849,4,59,55
96,10482,17,58,1
97,14115,7,15,11
98,6602,9,39,34
99,13935,9,45,21
100,11306,14,39,34
101,5743,13,19,3
102,7892,8,21,5
103,6819,8,37,10
104,5066,1,57,52
105,10960,4,41,38
106,13794,5,25,0
107,13739,14,59,52
108,5779,13,33,25
109,7886,14,29,15
110,6245,13,44,29
111,12290,15,23,8
112,14740,15,16,9
113,12147,6,59,13
114,8381,3,58,8
115,14223,13,16,12
116,8863,3,41,15
117,9414,13,11,5
118,7451,7,15,0
119,8043,19,12,5
120,11380,3,58,46
121,8304,16,38,18
122,8688,5,20,12
123,8462,18,46,15
124,10452,6,42,36
125,8778,3,45,20
126,12074,10,12,3
127,7920,5,20,5
128,5470,2,12,7
129,5324,15,13,7
130,6444,14,42,2
131,6796,0,37,7
132,11380,13,21,18
133,12031,12,50,7
134,11830,6,34,4
135,12024,16,36,22
136,7782,10,52,14
137,9578,6,51,43
138,12680,6,26,11
139,7869,0,59,51
140,7796,12,40,14
141,12264,11,24,10
142,6707,3,47,9
143,6996,18,34,16
144,12703,13,21,3
145,10559,2,11,2
146,12471,2,59,50
147,8086,13,57,17
148,11608,7,23,14
149,9145,13,12,5
150,8212,5,14,5
151,6458,8,51,1
152,10446,14,10,7
153,7485,19,22,10
154,6604,12,31,11
155,12121,4,33,0
156,8835,19,36,7
157,9686,6,12,0
158,9630,17,30,25
159,7997,1,27,6
160,10647,17,21,12
161,12266,4,30,10
162,8588,6,53,27
163,12797,9,43,32
164,6875,6,43,10
165,10051,17,53,42
166,13221,2,57,47
167,5841,2,23,17
168,12270,10,44,32
169,11962,14,25,15
170,12219,19,31,17
171,11059,15,50,30
172,11426,6,52,25
173,13877,15,42,33
174,12797,0,56,4
175,12795,3,54,21
176,9495,9,51,10
177,9487,9,42,19
178,8012,15,37,4
179,12625,7,29,7
180,11389,10,27,19
181,13647,8,58,3
182,12169,3,50,10
183,5149,15,31,9
184,9189,15,24,20
185,6399,13,21,0
186,8436,18,37,14
187,12026,17,21,14
188,8015,2,12,1
189,6694,15,22,11
190,7214,3,15,1
