1,9440,16,51,22
2,11023,3,31,8
3,11252,9,60,19
4,5823,12,42,25
5,6700,10,67,56
6,6214,14,105,54
7,9958,10,63,57
8,12921,17,80,24
9,7999,10,77,20
10,10480,15,64,16
11,13769,18,25,0
12,6708,19,38,2
13,6773,19,39,35
14,9729,12,95,6
15,10698,9,63,57
16,9893,12,84,42
17,7388,3,97,15
18,6878,1,91,39
19,11588,11,44,9
20,10272,0,35,4
21,5950,9,62,40
22,9292,17,48,1
23,9046,17,98,80
24,13530,16,100,51
25,7210,19,101,19
26,8639,0,26,12
27,13786,4,101,92
28,5991,3,15,8
29,5371,12,44,5
30,10428,19,76,66
31,5615,0,13,9
32,11115,4,61,4
33,10541,14,106,53
34,6374,8,24,11
35,10399,5,60,12
36,14445,17,17,7
37,5886,16,109,63
38,13155,7,91,50
39,14904,4,60,38
40,12734,1,61,20
41,9834,16,27,18
42,7111,14,14,6
43,6070,18,108,92
44,11926,9,70,50
45,5774,17,40,36
46,10406,3,66,5
47,9494,10,47,35
48,7862,17,46,27
49,10005,9,90,8
50,11542,17,66,61
51,10116,11,10,6
52,5414,0,72,37
53,6541,11,107,34
54,8746,2,68,10
55,5084,2,38,8
56,12424,19,28,22
57,10657,13,49,33
58,14487,10,87,34
59,6588,15,46,32
60,9873,5,29,25
61,11487,2,32,18
62,14977,5,93,73
63,14559,16,56,43
64,7190,13,53,44
65,9139,8,37,11
66,9454,19,13,5
67,6035,12,20,1
68,10507,8,109,62
69,12361,17,80,36
70,6689,7,21,0
71,5731,4,74,39
72,11109,15,71,52
73,8142,1,13,9
74,10751,3,109,82
75,9148,0,100,2
76,6264,2,50,0
77,9711,10,78,8
78,13404,17,13,8
79,8107,18,40,15
80,7865,13,22,17
81,10487,18,63,33
82,8062,12,102,15
83,12108,9,65,28
84,12076,10,50,10
85,10388,11,80,3
86,8024,18,92,68
87,14156,6,42,2
88,5478,4,76,3
89,11282,17,25,13
90,10335,18,80,28
91,10166,5,12,1
92,9643,17,36,13
93,5100,17,92,25
94,9687,2,54,3
95,7833,4,56,27
96,13728,3,71,61
97,7137,7,76,26
98,6598,9,64,33
99,11167,9,49,8
100,8585,14,33,0
101,13117,17,55,43
102,7871,2,68,32
103,13142,15,37,33
104,8267,11,74,43
105,11003,16,60,39
106,12567,6,44,35
107,13531,1,44,4
108,14507,1,59,54
109,7960,5,25,20
110,6146,5,61,35
111,8888,17,50,29
112,14316,19,101,24
113,9586,5,49,44
114,5942,13,66,22
115,5244,13,72,6
116,10131,19,52,10
117,10259,2,73,33
118,12582,0,37,21
119,12643,0,79,40
120,5285,0,13,10
121,7082,4,106,93
122,11143,8,46,16
123,14489,17,19,0
124,14166,19,64,7
125,14290,0,89,31
126,7918,10,73,67
127,9146,2,36,26
128,6395,5,65,58
129,8104,13,49,8
130,8142,14,98,71
131,8564,5,75,37
132,7833,6,45,9
133,7080,19,71,19
134,12398,19,67,47
135,6850,13,36,13
136,7811,2,81,39
137,6784,10,44,2
138,7216,12,56,20
139,5393,12,96,89
140,9118,19,101,28
141,14042,18,60,28
142,14713,8,45,4
143,13614,14,100,46
144,11823,16,41,32
145,7781,14,99,17
146,11311,12,39,29
147,11446,4,84,81
148,6586,15,71,55
149,8924,15,43,27
150,10549,0,87,25
151,6771,17,44,19
152,13204,2,38,35
153,6299,5,12,5
154,5280,6,16,6
155,11412,19,57,21
156,14434,1,107,46
157,5696,5,38,4
158,11605,15,43,3
159,7877,6,104,12
160,10903,17,35,21
161,13527,10,37,30
162,13672,4,61,30
163,5121,11,37,9
164,5336,17,54,40
165,14893,3,67,2
166,8557,14,35,13
167,11831,5,56,40
168,14666,0,68,31
169,11213,3,27,9
170,10793,17,76,63
171,8097,18,49,3
172,10898,8,19,3
173,5397,11,11,0
174,5441,5,42,15
175,8797,13,19,16
176,10307,11,78,37
177,11536,18,38,2
178,13928,2,33,8
179,8407,9,36,29
180,7186,17,38,0
181,7980,15,34,17
182,13509,11,17,4
183,10620,4,94,45
184,5428,7,44,1
185,14357,0,106,12
186,14234,13,26,11
187,9864,12,41,18
188,10574,16,80,73
189,7943,4,99,81
190,11916,16,46,2
191,8023,17,93,43
192,10019,3,98,87
193,13407,9,46,11
194,14433,6,85,63
195,13399,11,19,15
196,5016,6,20,14
197,7738,18,76,22
198,12476,5,79,73
199,5267,19,64,51
200,6691,8,41,26
201,9859,1,16,1
202,7843,19,53,14
203,13849,10,87,35
204,11526,2,14,10
205,9512,5,95,80
206,13816,9,68,41
207,10868,16,78,57
208,5783,1,43,14
209,11188,16,90,8
210,8786,15,99,95
211,10321,9,77,13
212,8955,13,70,55
213,12229,1,81,57
214,7972,12,99,74
215,6717,6,40,0
216,8229,14,34,27
217,12823,14,24,9
